id|name|description|instructions|glass_type|thumbnail|portions
345|Cosmopolitan Martini||Pour all ingredients in mixing glass half filled with ice, shake and strain into chilled Martini glass.|Cocktail Glass|https://www.thecocktaildb.com/images/media/drink/upxxpq1439907580.jpg|"{""Lime"": ""Juice of 1/2 "", ""Vodka"": ""1 oz "", ""Cointreau"": ""1/2 oz "", ""Cranberry juice"": ""1 splash ""}"
346|Espresso Martini||Pour ingredients into shaker filled with ice, shake vigorously, and strain into chilled martini glass|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/n0sx531504372951.jpg|"{""Vodka"": ""5 cl"", ""Kahlua"": ""1 cl"", ""Sugar syrup"": ""1 dash""}"
347|Figgy Thyme||In a lewis bag, crush up some ice like a baller/maniac (@glacioice). Pour your precious ice into a collins glass. In a cocktail shaker, muddle the figs and thyme together. Add honey vodka, lemon juice, and a large ice cube (@glacioice). Shake until well chilled, and strain into glass. Add tonic water and finally 2 dashes of angostura bitters. Garnish with sliced figs and thyme.|Highball glass|https://www.thecocktaildb.com/images/media/drink/pbw4e51606766578.jpg|"{""Figs"": ""3"", ""Honey"": ""1 tsp"", ""Thyme"": ""1 Sprig"", ""Vodka"": ""2 oz"", ""Tonic Water"": ""Top"", ""Angostura Bitters"": ""2 dashes""}"
348|Freddy Kruger||make it an ample size shot!!|Shot glass|https://www.thecocktaildb.com/images/media/drink/tuppuq1461866798.jpg|"{""Vodka"": ""1/2 oz "", ""Sambuca"": ""1/2 oz "", ""Jägermeister"": ""1/2 oz ""}"
349|French Martini||Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/clth721504373134.jpg|"{""Vodka"": ""4.5 cl"", ""pineapple juice"": ""1.5 cl"", ""Raspberry Liqueur"": ""1.5 cl""}"
350|Greyhound||"Add the vodka to a Collins glass filled with ice.
Top with grapefruit juice and stir.

"|Collins glass|https://www.thecocktaildb.com/images/media/drink/g5upn41513706732.jpg|"{""Vodka"": ""1 1/2 oz"", ""Grapefruit Juice"": ""3 oz""}"
351|Harvey Wallbanger||Stir the vodka and orange juice with ice in the glass, then float the Galliano on top. Garnish and serve.|Collins glass|https://www.thecocktaildb.com/images/media/drink/7os4gs1606854357.jpg|"{""Vodka"": ""1 oz "", ""Galliano"": ""1/2 oz "", ""Orange juice"": ""4 oz ""}"
352|Ice Pick||Put Vodka in glass fill with iced tea. Stir in lemon to taste.|Collins Glass|https://www.thecocktaildb.com/images/media/drink/ypsrqp1469091726.jpg|"{""Vodka"": ""1 1/2 oz "", ""Iced tea"": ""6 oz "", ""Lemon juice"": "" to taste\n""}"
353|Irish Russian||Add the ingredients in the order listed in the recipe. Care must be taken when adding the Guinness to prevent an excess of foam. Do Not add ice.|Highball glass|https://www.thecocktaildb.com/images/media/drink/swqurw1454512730.jpg|"{""Vodka"": ""1 shot "", ""Kahlua"": ""1 shot "", ""Coca-Cola"": ""1 dash "", ""Guinness stout"": ""Fill with ""}"
354|Jello shots||Boil 3 cups of water then add jello. Mix jello and water until jello is completely disolved. Add the two cups of vodka and mix together. Pour mixture into plastic shot glasses and chill until firm. Then, eat away...|Shot glass|https://www.thecocktaildb.com/images/media/drink/l0smzo1504884904.jpg|"{""Jello"": ""3 packages "", ""Vodka"": ""2 cups "", ""Water"": ""3 cups ""}"
355|Kiwi Martini||"The kiwi martini is a very fun vodka cocktail and it is one of the best drinks that makes use of fresh fruit. Though there are a few recipes floating around, this is one of the easiest and it is an absolutely delightful green martini to drink.

For this recipe, you'll simply muddle slices of kiwi with simple syrup, then shake it with vodka. It's a drink that anyone can mix up in minutes and a perfect cocktail to show off your favorite vodka."|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/bmxmyq1630407098.jpg|"{""Kiwi"": ""Garnish with"", ""Vodka"": ""1 1/2 oz"", ""Sugar Syrup"": ""1 tsp""}"
356|Kool-Aid Slammer||Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid.|Shot glass|https://www.thecocktaildb.com/images/media/drink/kugu2m1504735473.jpg|"{""Vodka"": ""1/2 oz "", ""Kool-Aid"": ""1/2 oz Grape ""}"
357|Lemon Elderflower Spritzer||"Pour all ingredients over ice, stir and enjoy!
"|Highball glass|https://www.thecocktaildb.com/images/media/drink/125w0o1630407389.jpg|"{""Vodka"": ""1 shot"", ""Soda Water"": ""1/3 cup"", ""Fresh Lemon Juice"": ""Top"", ""Elderflower cordial"": ""2 tsp""}"
